# Generated by plot_tbld_pj.py 
# Description:
#   MWR time depdent, T^2_b
# Using:
#   mwr_zonal_average.txt
#   ch1_gfilter.txt
#   ch2_gfilter.txt
#   ch3_gfilter.txt
#   ch4_gfilter.txt
#   ch5_gfilter.txt
#   ch6_gfilter.txt

# CH1 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
      0.00      2.28     -1.56      0.91      0.56     -0.95      0.36      1.30      0.67      0.72
      0.60      3.40     -1.53      0.82      0.48     -0.04      0.31      0.91     -0.23     -2.19
      1.19      2.76     -0.27      0.95     -0.19      1.25     -0.19     -0.43     -0.40     -3.34
      1.79      1.22      0.29      0.52      0.05      2.42     -0.31     -1.07     -1.37     -3.17
      2.39     -0.64      0.01      1.37      0.31      3.06      0.22     -2.26     -3.61     -3.43
      2.99     -0.51     -0.87      0.04      0.16      3.19      0.74     -3.95     -5.19     -2.96
      3.58      0.37     -1.45     -0.56     -0.79      3.38      1.30     -4.85     -6.01     -3.02
      4.18      1.13     -1.41     -0.77      0.02      4.12      1.62     -4.45     -6.66     -3.07
      4.78      1.62     -1.91      0.20      1.18      5.32      2.08     -3.54     -5.38     -3.59
      5.38      2.82      0.26     -1.54      1.27      7.80      3.89     -3.36     -4.75     -3.65
      5.98      6.11      5.77     -3.15      2.04      8.70      6.59     -3.03     -2.52     -2.50
      6.58      8.31     11.12     -4.76      5.03      8.96     11.42     -0.79     -1.77      0.92
      7.18      7.00     11.78     -3.63      8.95      6.32     12.75      7.80      2.93      6.40
      7.78      5.80      9.29     -5.48     15.35      5.12     10.89     19.63      7.02     17.74
      8.39      4.64      6.82     -7.52     16.16      0.45      4.14     18.51      6.78     24.48
      8.99      5.63      4.28     -4.48     14.82     -1.51      0.29     12.01      8.08     22.42
      9.59      5.88      2.63     -1.36      5.00     -4.68     -1.31      1.35      8.58     13.77
     10.20      4.51     -0.02      2.67     -2.77     -3.11      0.29     -0.38     10.46      6.11
     10.81      4.31      2.03     -3.46     -4.34     -3.85     -1.50     -0.43      7.63      4.73
     11.42      3.40      3.00     -7.30     -3.87     -2.49     -2.97     -0.96      3.14      1.91
     12.02      3.78      4.74     -8.41     -3.05     -3.41     -6.22      1.15      3.25      0.19
     12.64      3.27      2.92     -4.99     -4.19     -2.31     -3.43      0.88      0.72     -0.81
     13.25      2.22      2.93     -1.63     -3.87     -0.30     -1.81      1.46      1.30      0.90
     13.86      2.31      2.04     -2.17     -1.57      1.64     -0.26      1.12     -0.13      2.34
     14.48      2.64      0.16     -2.60     -1.75      4.20     -1.80      1.30      0.40      3.44
     15.09      2.81     -1.16     -0.51      0.77      1.76     -4.13      0.01     -0.46      2.81
     15.71      2.90     -4.10     -0.89      1.61     -1.25     -5.46      0.44     -1.45      3.01
     16.33      3.15     -3.71     -2.41      2.07     -6.59     -7.13      1.19     -1.69      3.10
     16.96      4.25     -4.28     -4.81     -0.04     -6.80     -6.11      2.29     -0.98      3.30
     17.58      5.32     -1.20     -4.18     -2.35     -4.29     -4.23      1.84     -0.32      3.27
     18.21      6.15     -1.46     -3.25     -3.05     -1.97     -1.64      0.14      0.72      3.21
     18.84      5.17     -1.94     -1.97     -3.17     -1.63     -1.18     -1.06      0.73      1.43
     19.47      4.07     -2.63     -1.76     -2.35     -1.95     -0.82     -1.61      0.38      0.31
     20.11      2.11      0.36     -0.51     -1.50     -1.61     -1.39     -1.85     -0.50     -1.01
     20.74      1.12      2.57     -0.38     -0.71     -0.60     -0.30     -1.10     -0.54     -0.93
     21.38     -0.63      4.39      0.14     -0.28     -0.41     -0.10     -0.97     -0.35     -0.77
     22.02     -2.33      4.86      0.69      0.47      0.28      0.20     -0.54     -0.17     -0.82
     22.67     -3.65      4.91      1.27      1.01      0.25     -0.30     -0.66      0.14     -1.04
     23.32     -4.13      3.75      1.25      1.01      0.18     -0.53     -0.46      0.79     -1.44
     23.97     -3.92      2.67      0.62      0.66      0.62     -0.62     -0.29      1.62     -1.52
     24.62     -3.80      1.90     -0.06      0.35      1.74     -0.44      0.09     -1.24     -1.51
     25.28     -3.20      2.82     -0.42      0.52      2.49     -0.06      0.30     -1.59     -1.72
     25.94     -2.46      4.41      0.48      1.53      2.73      0.48      1.22     -2.45     -1.76
     26.61     -1.55      3.81      1.12      0.81      0.99      0.91      0.88      0.60     -1.20
     27.28     -1.29      2.04      1.50      0.53     -0.26      0.34      0.34      1.58     -1.16
     27.95     -0.99     -0.35      0.86     -0.10     -0.62     -0.37     -0.63      1.90     -1.06
     28.63     -0.97     -0.96     -0.16     -0.23      0.43     -0.67     -0.96      1.46     -1.68
     29.31     -0.17     -0.46     -0.69      0.10      1.41     -0.67     -0.59      1.07     -0.98
     30.00      0.11      0.17     -0.82     -0.87      1.02     -1.05     -0.28      0.04     -0.40
     30.69     -0.08      1.50     -0.77     -0.65      0.44     -0.87     -0.32      0.64      0.47
     31.39     -0.52      1.64     -1.23     -1.28     -0.77     -0.58     -0.59      0.15      1.34
     32.09     -0.51      0.55     -1.81     -1.70     -0.89      1.20     -0.56      1.41      1.21
     32.80      0.11      0.52     -2.34     -1.53     -0.53      1.97     -0.71      1.33      1.60
     33.51      0.41      1.04     -2.05     -1.50      0.93      1.57     -0.45      1.62      1.77
     34.23      0.32      0.65     -1.21     -1.54      3.20      0.33     -1.17      2.40      2.62
     34.95     -0.38     -0.51     -0.70     -1.97      4.52     -0.85     -0.66      2.25      2.78
     35.69     -1.06     -1.21     -0.95     -1.15      3.95     -0.57     -0.68      1.52      2.03
     36.42     -1.06     -0.79     -1.08      0.24      2.26     -0.32     -0.83      0.47      0.83
     37.17     -0.33     -0.64     -0.72      0.47      1.21      0.17     -0.88     -0.23     -0.27
     37.92      0.79     -0.60     -0.04     -0.10      0.98      0.41     -1.33     -0.19     -0.52
     38.68      1.42     -0.48      0.33     -0.44      0.30      0.31     -1.16      0.51      0.49
     39.45      0.79     -0.69      0.36     -0.26     -0.49     -0.23     -0.78      1.60      1.47
     40.23     -0.40     -0.99      0.70     -0.03     -0.52     -0.45     -0.45      2.42      1.27
     41.01     -1.07     -1.23      1.47      0.15     -0.52      0.09     -0.29      1.76      0.05
     41.81     -1.28     -1.39      1.66      0.56     -0.66      0.54     -0.85      0.44     -1.67
     42.61     -1.29     -1.48      1.30      1.09     -0.97      0.31     -0.58     -0.17     -2.17
     43.41     -1.34     -1.58      1.19      1.09     -1.51     -0.40     -0.39      0.00     -1.49
     44.20     -0.68     -1.28      2.04      0.77     -1.53     -0.94     -0.72      0.54     -0.59
     44.99     -0.31     -0.26      2.43      0.73     -0.77     -1.08     -1.22      0.29     -0.11
     45.78     -0.50      0.92      1.38      1.74      0.18     -1.33     -1.11     -0.11      0.12
     46.57     -0.40      1.27     -0.22      2.80      0.33     -1.46     -0.85      0.09      0.32
     47.36      0.38      0.88     -0.89      2.38     -0.18     -1.21     -0.69      0.91      0.07
     48.14      1.30      0.41     -0.43      0.87     -0.88     -0.71     -0.62      1.50     -0.86
     48.92      1.27      0.26      0.40     -0.37     -1.10      0.03     -0.01      1.38     -1.34
     49.70      0.55     -0.02      0.61     -0.76     -1.22      0.75      0.44      0.54     -1.34
     50.48     -0.07     -0.26      0.13     -0.81     -1.21      0.83      0.35     -0.30     -1.16
     51.26     -0.07     -0.24     -0.17     -0.74     -0.80      0.09      0.16     -0.72     -1.04
     52.03      0.10     -0.23      0.16     -0.24     -0.11     -0.62      0.45     -0.83     -0.69
     52.80     -0.00     -0.56      0.84      0.83      0.61     -0.69      1.38     -0.52     -0.05
     53.57     -0.74     -1.12      0.77      1.56      0.63     -0.51      2.25      0.04      1.00
     54.34     -1.23     -1.38      0.00      1.68      0.19     -0.92      2.56      0.70      2.34
     55.11     -1.37     -1.15     -0.77      0.82     -0.30     -1.44      1.98      0.90      3.51
     55.87     -1.02     -0.74     -1.15      0.11     -0.32     -1.58      1.08      0.72      3.74
     56.64     -0.46     -0.29     -0.86     -0.21      0.05     -1.07      0.34      0.24      2.87
     57.40     -0.30     -0.13     -0.64      0.03      0.45     -0.49      0.24     -0.14      1.39
     58.16     -0.02     -0.03     -0.23      0.03      0.80     -0.13      0.38     -0.41      0.18
     58.92     -0.25      0.20     -0.15     -0.26      0.91      0.14      0.62     -0.19     -0.23
     59.68     -0.50      0.77     -0.21     -0.72      0.81      0.44      0.83      0.38      0.03
# CH6 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -59.68      0.24      0.06     -0.19      0.55      0.09     -0.04     -1.00      0.63     -0.33
    -58.92      0.23     -0.07     -0.40      0.19      0.11      0.19     -0.79      0.89     -0.38
    -58.16      0.31     -0.15     -0.49     -0.10     -0.06      0.32     -0.43      0.89     -0.23
    -57.40      0.41     -0.41     -0.37     -0.50     -0.21      0.30     -0.17      0.91     -0.01
    -56.64      0.39     -0.62     -0.48     -0.77     -0.24      0.22      0.23      0.79      0.19
    -55.87      0.29     -0.82     -0.59     -1.06      0.08      0.11      0.25      0.78      0.21
    -55.11      0.01     -0.67     -0.87     -1.10      0.48     -0.13      0.24      0.69      0.21
    -54.34     -0.18     -0.55     -1.03     -1.00      0.86     -0.16      0.08      0.49      0.16
    -53.57     -0.44     -0.35     -1.03     -0.60      1.00     -0.35     -0.02      0.46      0.17
    -52.80     -0.19     -0.11     -0.65      0.00      0.81     -0.38     -0.04      0.37      0.13
    -52.03     -0.09      0.11     -0.02      0.67      0.55     -0.60     -0.04      0.36      0.28
    -51.26      0.19      0.28      0.62      1.07      0.13     -0.78      0.15      0.25      0.17
    -50.48      0.08      0.32      0.99      0.95     -0.12     -0.86      0.12      0.04      0.10
    -49.70      0.02      0.27      0.95      0.38     -0.26     -0.73      0.23      0.04     -0.00
    -48.92     -0.19      0.07      0.64     -0.38     -0.34     -0.40      0.19     -0.02      0.02
    -48.14     -0.44      0.11      0.23     -0.86     -0.39     -0.02      0.19      0.16     -0.14
    -47.36     -0.49      0.07     -0.00     -1.12     -0.68      0.28      0.06      0.30     -0.35
    -46.57     -0.50      0.33     -0.14     -1.02     -0.82      0.50      0.11      0.69     -0.54
    -45.78     -0.26      0.28      0.02     -0.94     -1.10      0.32      0.34      0.94     -0.59
    -44.99     -0.47      0.72      0.16     -0.66     -1.03     -0.23      0.94      1.15     -0.49
    -44.20     -0.83      0.89      0.52     -0.45     -1.00     -0.88      1.42      1.01     -0.24
    -43.41     -1.28      1.13      0.63     -0.40     -0.81     -1.29      1.71      0.97      0.08
    -42.61     -1.12      0.80      0.74     -0.48     -0.72     -1.24      1.42      0.78      0.32
    -41.81     -0.44      0.19      0.88     -0.66     -0.70     -0.88      0.81      0.73      0.37
    -41.01     -0.21     -0.32      1.33     -0.42     -0.68     -0.30      0.10      0.57      0.21
    -40.23     -0.22     -0.83      1.99     -0.17     -0.51      0.01     -0.20      0.37     -0.09
    -39.45     -0.45     -0.85      2.12     -0.04     -0.18     -0.17     -0.18      0.03     -0.29
    -38.68     -0.39     -0.95      1.49     -0.19      0.01     -0.65      0.15     -0.28     -0.45
    -37.92     -0.59     -0.76      0.20     -0.16     -0.22     -1.07      0.33     -0.52     -0.63
    -37.17     -0.83     -0.46     -0.82      0.09     -0.39     -1.20      0.38     -0.60     -0.94
    -36.42     -0.56     -0.23     -1.07      0.51      0.00     -1.18      0.21     -0.64     -1.23
    -35.69     -0.05      0.10     -0.58      1.10      1.35     -0.98      0.07     -0.57     -1.33
    -34.95      0.13     -0.00     -0.17      1.97      2.60     -0.67      0.24     -0.48     -1.46
    -34.23     -0.21     -0.44     -0.18      2.69      2.95     -0.30      0.91     -0.28     -1.65
    -33.51     -0.74     -0.98     -0.34      2.57      1.96     -0.06      1.38     -0.05     -1.83
    -32.80     -1.06     -1.12     -0.24      1.61      0.81      0.04      1.42      0.13     -1.68
    -32.09     -1.05     -0.67     -0.10      0.65      0.29     -0.02      0.92      0.14     -1.13
    -31.39     -0.61     -0.10     -0.44      0.20      0.50      0.02      0.70      0.07     -0.69
    -30.69     -0.18     -0.02     -0.91     -0.16      0.44     -0.02      1.01      0.15     -0.36
    -30.00     -0.34     -0.31     -0.97     -0.47     -0.25      0.05      1.33      0.22     -0.16
    -29.31     -0.15     -0.35     -0.77     -0.45     -0.90      0.34      1.36      0.12      0.13
    -28.63      0.69      0.02     -0.92     -0.06     -0.84      0.74      1.15     -0.30      0.11
    -27.95      1.15      0.08     -1.27      0.65     -0.65      1.28      1.27     -0.65     -0.01
    -27.28      0.44     -0.50     -1.23      1.43     -0.62      2.63      1.68     -0.80     -0.03
    -26.61     -0.87     -0.99     -0.80      1.91     -0.71      5.67      1.70     -0.84      0.40
    -25.94     -1.41     -0.76     -0.38      1.84     -0.56      8.71      0.77     -1.15      0.94
    -25.28     -1.53     -0.35     -0.20      1.07     -0.51      9.57     -0.24     -1.43      1.36
    -24.62     -1.46      0.02     -0.28      0.25     -0.17      8.74     -1.00     -0.93      1.18
    -23.97     -1.47      0.18     -0.13     -0.18      0.49      8.30     -0.77     -0.04      0.67
    -23.32     -1.48     -0.12      0.52      0.10      0.67      8.00     -1.03      0.18      0.43
    -22.67     -1.37     -0.87      1.25      0.17     -0.18      6.61     -0.62     -0.19      0.61
    -22.02     -1.36     -1.44      1.34     -0.08     -1.23      4.13     -0.24     -0.45      0.29
    -21.38     -0.60     -0.98      0.35      0.18     -0.93      2.21      1.33     -0.38     -0.56
    -20.74     -0.25     -0.14     -0.45      0.03      0.45      1.37      2.26     -0.66     -1.18
    -20.11     -0.08      0.47     -0.55     -0.53      0.92      0.63      2.70     -1.16     -1.27
    -19.47     -0.27     -0.05     -0.27     -0.71     -0.21     -0.37      1.77     -0.82     -1.33
    -18.84     -0.74     -0.22     -0.52     -0.28     -1.52     -1.41      0.53      0.55     -1.84
    -18.21      0.36      2.65     -0.56      0.82     -1.80     -2.53     -0.49      2.06     -2.42
